Unnamed: 0,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
2294,Chief Nosnra,138,12d12 + 60,-,17,-,8,23,9,21,9,10,12,-,-,+8,-,+3,+4,40,-,-,-,-,-,H,NE,giant,TftYP
716,Vellynne Harpell,67,9d8 + 27,-,13,-,4,10,12,17,18,15,13,-,-,-,+6,+4,-,20,-,-,-,-,-,M,N,humanoid,IDRotF
2795,Laeral Silverhand,228,24d8 + 120,-,18,-,17,13,17,20,20,20,19,-,-,-,+11,+11,-,30,-,-,-,-,-,M,CG,humanoid,WDH
577,Living Iron Statue,102,12d8 + 48,-,16,-,5,16,14,18,6,10,5,-,-,-,-,-,-,20,-,-,-,-,-,M,U,construct,GoS
689,Kingsport,5,1d8 + 1,-,11,-,0,6,12,12,10,10,4,-,-,-,-,-,-,20,-,40,-,-,-,M,U,beast,IDRotF
1779,Szikzith,11,2d8 + 2,-,13,-,1/4,12,16,13,8,12,4,-,-,-,-,-,-,40,-,-,-,40,-,M,U,beast,NRH-AWoL
1226,Shrieker,13,3d8,-,5,-,0,1,1,10,1,3,1,-,-,-,-,-,-,0,-,-,-,-,-,M,U,plant,MM
1946,"Elder Dinosaur (Zetalpa, Primal Dawn)",676,33d20 + 330,-,25,-,30,30,11,30,3,11,11,-,-,-,+5,+9,+9,20,60,-,-,-,-,G,U,monstrosity,PSX
1476,Moloch,253,22d10 + 132,-,19,-,21,26,19,22,21,18,23,-,+11,+13,-,+11,+13,30,-,-,-,-,-,L,LE,fiend,MPMM
75,Skeletal Rats,24,7d8 - 7,-,10,-,1/4,9,11,9,2,10,3,-,-,-,-,-,-,30,-,-,-,-,-,M,U,undead,BGDIA
696,Lonelywood Banshee,58,13d8,-,12,-,4,1,14,10,12,11,17,-,-,-,-,+2,+5,0,40,-,-,-,True,M,CE,undead,IDRotF
1503,Red Abishai,289,34d8 + 136,-,22,-,19,23,16,19,14,15,19,+12,-,+10,-,+8,-,30,50,-,-,-,-,M,LE,fiend,MPMM
1582,Alseid,22,4d8 + 4,-,15,-,1,15,10,12,13,14,18,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,fey,MOT
1270,Vampire,144,17d8 + 68,-,16,-,13,18,18,18,17,15,18,-,+9,-,-,+7,+9,30,-,-,-,-,-,M,LE,undead,MM
598,Sahuagin Blademaster,97,15d8 + 30,-,20,-,6,16,12,14,12,11,12,+6,-,+5,-,-,-,30,-,40,-,-,-,M,LE,humanoid,GoS
2341,King Snurre,187,15d12 + 90,-,18,-,11,25,9,23,10,14,13,-,+3,+10,-,-,+5,30,-,-,-,-,-,H,LE,giant,TftYP
2673,Relentless Slasher,84,13d8 + 26,-,15,-,8,12,18,14,14,15,16,+4,+7,+5,-,+5,-,40,-,-,-,-,-,M,-,fiend,VRGR
1572,Yuan-ti Anathema,189,18d12 + 72,-,16,-,12,23,13,19,19,17,20,-,-,-,-,-,-,40,-,40,-,40,-,H,NE,monstrosity,MPMM
1412,Female Steeder,30,4d10 + 8,-,14,-,1,15,16,14,2,10,3,-,-,-,-,-,-,30,-,-,-,30,-,L,U,monstrosity,MPMM
1878,Dagdra Deepforge,27,5d8 + 5,-,15,-,2,10,10,12,13,16,13,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OoW
1745,Steel Predator,207,18d10 + 108,-,20,-,16,24,17,22,4,14,6,-,-,-,-,-,-,40,-,-,-,-,-,L,LE,construct,MTF
1639,Astral Dreadnought,297,17d20 + 119,-,20,-,21,28,7,25,5,14,18,-,+5,-,-,+9,-,15,80,-,-,-,True,G,U,monstrosity,MTF
1585,Arasta,300,24d12 + 144,-,19,-,21,24,16,23,15,22,17,-,+10,+13,-,+13,-,40,-,-,-,40,-,H,NE,monstrosity,MOT
423,Dracohydra,218,19d12 + 95,-,17,-,11,20,12,20,6,12,12,-,-,-,-,-,-,30,30,30,-,-,-,H,CE,monstrosity,FTD
263,Meri,45,10d8,-,11,-,4,7,13,10,10,12,17,-,-,-,-,-,-,0,40,-,-,-,True,M,A,undead,CRCotN
536,"Rakdos Performer, Blade Juggler",22,4d8 + 4,-,13,-,1,13,17,12,10,8,15,-,+5,-,-,-,+4,40,-,-,-,30,-,M,CE,humanoid,GGR
200,The Mad Mage of Mount Baratok,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,CN,humanoid,CoS
2012,Deseyna Majarra,9,2d8,-,15,-,1/8,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,PotA
756,Elder Monastery of the Distressed Body Monk,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,LLK
782,Bebilith,189,18d12 + 72,-,17,-,12,16,22,18,11,13,8,-,-,+8,-,+5,-,40,-,-,-,40,-,H,CE,fiend,MaBJoV
117,Skitterwidget,85,10d8 + 40,-,18,-,5,16,14,18,3,10,1,-,-,-,-,-,-,30,-,-,-,30,-,M,-,construct,CM
20,Viari,65,10d8 + 20,-,18,-,5,12,20,14,10,8,14,-,+8,-,+3,-,-,30,-,-,-,-,-,M,CG,humanoid,AI
1979,Sphinx (Type 2),136,16d10 + 48,-,17,-,11,18,15,16,18,18,18,-,-,-,-,-,-,40,60,-,-,-,-,L,LN,monstrosity,PSZ
2494,Wine Weird,58,9d10 + 9,-,13,-,3,17,16,13,11,10,10,-,-,-,-,-,-,0,-,60,-,-,-,L,N,elemental,ToA
1148,Mule,11,2d8 + 2,-,10,-,1/8,14,10,13,2,10,5,-,-,-,-,-,-,40,-,-,-,-,-,M,U,beast,MM
811,Naes Inuus,135,18d8 + 54,-,18,-,13,14,14,16,13,20,14,-,-,+8,-,+10,-,30,-,-,-,-,-,M,LG,humanoid,MaBJoV
688,Kadroth,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,IDRotF
2001,Bastian Thermandar,78,12d8 + 24,-,12,-,8,12,14,15,11,9,18,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,PotA
2297,Dragonpriest,30,8d10 + 40,-,15,-,5,18,13,20,7,9,7,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,giant,TftYP
853,Khargra,11,2d6 + 4,-,20,-,1/8,13,10,14,5,11,6,-,-,-,-,-,-,5,30,-,-,-,-,S,N,elemental,MFF
1471,Meazel,35,10d8 - 10,-,13,-,1,8,17,9,14,13,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,MPMM
1515,Shoosuva,136,16d10 + 48,-,14,-,8,18,13,17,7,14,9,-,+4,+6,-,+5,-,40,-,-,-,-,-,L,CE,fiend,MPMM
1304,Young Bronze Dragon,142,15d10 + 60,-,18,-,8,21,10,19,14,13,17,-,+3,+7,-,+4,+6,40,80,40,-,-,-,L,LG,dragon,MM
2753,Witchlight Hand (Small),7,2d6,-,12,-,1/8,10,14,11,12,13,12,-,-,-,-,-,-,30,-,-,-,-,-,S,A,humanoid,WBtW
2815,Orond Gralhund,9,2d8,-,15,-,1/8,11,12,11,9,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,WDH
1034,Giant Eagle,26,4d10 + 4,-,13,-,1,16,17,13,8,14,10,-,-,-,-,-,-,10,80,-,-,-,-,L,NG,beast,MM
1066,Goblin Boss,21,6d6,-,17,-,1,10,14,10,10,8,10,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,humanoid,MM
1851,Sladis Vadir,27,5d8 + 5,-,11,-,2,10,12,13,12,15,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,OotA
1962,Great Cat,52,7d10 + 14,-,12,-,2,18,14,15,3,12,8,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,PSZ
525,Master of Cruelties,127,15d10 + 45,-,18,-,9,18,17,16,19,16,21,-,-,+7,+8,+7,+9,30,-,-,-,-,-,L,CE,fiend,GGR
1654,Deathlock,36,8d8,-,12,-,4,11,15,10,14,12,16,-,-,-,+4,-,+5,30,-,-,-,-,-,M,LE,undead,MTF
600,Sahuagin Coral Smasher,33,6d8 + 6,-,14,-,1,16,12,12,12,13,9,-,-,-,-,-,-,30,-,40,-,-,-,M,LE,humanoid,GoS
1218,Scorpion,1,1d4 - 1,-,11,-,0,2,11,8,1,8,2,-,-,-,-,-,-,10,-,-,-,-,-,T,U,beast,MM
2365,Reduced-Threat Carrion Crawler,51,6d10 + 18,-,13,-,2,14,13,16,1,12,5,-,-,-,-,-,-,30,-,-,-,30,-,L,U,monstrosity,TftYP
52,Flying Dagger,7,3d4,-,17,-,1/4,12,15,11,1,5,1,-,+4,-,-,-,-,0,50,-,-,-,True,T,U,construct,BGDIA
2221,Sharda,33,6d8 + 6,-,16,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,SKT
1774,Scarlet Sentinel,39,6d8 + 12,-,8,-,1,15,6,14,1,6,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,NRH-AVitW
1234,Spider,1,1d4 - 1,-,12,-,0,2,14,8,1,10,2,-,-,-,-,-,-,20,-,-,-,20,-,T,U,beast,MM
2937,Undead Shambling Mound,136,16d10 + 48,-,15,-,5,18,8,16,5,10,5,-,-,-,-,-,-,20,-,20,-,-,-,L,U,undead,WDMM
2605,Quetzalcoatlus,30,4d12 + 4,-,13,-,2,15,13,13,2,10,5,-,-,-,-,-,-,10,80,-,-,-,-,H,U,beast,VGM
919,Behir,168,16d12 + 64,-,17,-,11,23,16,18,7,14,12,-,-,-,-,-,-,50,-,-,-,40,-,H,NE,monstrosity,MM
1488,Nightwalker,337,25d12 + 175,-,14,-,20,22,19,24,6,9,8,-,-,+13,-,-,-,40,40,-,-,-,-,H,CE,undead,MPMM
501,Firefist,117,18d8 + 36,-,18,-,7,16,10,14,11,17,13,-,-,+5,-,+6,-,30,-,-,-,-,-,M,LG,humanoid,GGR
211,Vistana Guard,11,2d8 + 2,-,16,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,CoS
2589,Mind Flayer Psion,71,13d8 + 13,-,15,-,8,11,12,12,19,17,17,-,-,-,+7,+6,+6,30,-,-,-,-,-,M,LE,aberration,VGM
1068,Gorgon,114,12d10 + 48,-,19,-,5,20,11,18,2,12,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,monstrosity,MM
2479,Spiked Tomb Guardian,93,11d8 + 44,-,17,-,6,19,9,18,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,M,N,construct,ToA
1438,Graz'zt,346,33d10 + 165,-,20,-,24,22,15,21,23,21,26,-,+9,+12,-,+12,-,40,-,-,-,-,-,L,CE,fiend,MPMM
1391,Drow House Captain,162,25d8 + 50,-,16,-,9,14,19,15,12,14,13,-,+8,+6,-,+6,-,30,-,-,-,-,-,M,A,humanoid,MPMM
486,Blood Drinker Vampire,90,12d8 + 36,-,16,-,8,16,18,17,16,13,19,-,+7,+6,-,+4,-,40,40,-,-,-,True,M,LE,undead,GGR
77,Smiler the Defiler,165,22d8 + 66,-,18,-,7,14,20,16,18,11,18,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fey,BGDIA
312,Core Spawn Crawler,21,6d6,-,12,-,1,7,14,10,9,12,6,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,aberration,EGW
2546,Deinonychus,26,4d8 + 8,-,13,-,1,15,15,14,4,12,6,-,-,-,-,-,-,40,-,-,-,-,-,M,U,beast,VGM
966,Darkmantle,22,5d6 + 5,-,11,-,1/2,16,12,13,2,10,5,-,-,-,-,-,-,10,30,-,-,-,-,S,U,monstrosity,MM
489,Borborygmos,270,20d12 + 140,-,14,-,18,24,11,24,8,17,16,+13,-,+13,-,+9,-,40,-,-,-,-,-,H,CN,giant,GGR
2707,Bavlorna Blightstraw,110,13d8 + 52,-,15,-,7,22,11,18,16,12,15,-,-,+7,+6,+4,+5,30,-,30,-,-,-,M,NE,fey,WBtW
2463,Musharib,30,4d8 + 12,-,13,-,1,13,13,17,12,14,11,-,-,-,-,-,-,25,-,-,-,-,-,M,LG,humanoid,ToA
2645,Yuan-ti Malison (Type 4),66,12d8 + 12,-,12,-,3,16,14,13,14,12,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,VGM
1564,Wood Woad,75,10d8 + 30,-,18,-,5,18,12,16,10,13,8,-,-,-,-,-,-,30,-,-,-,30,-,M,LN,plant,MPMM
2480,Stone Juggernaut,157,15d10 + 75,-,15,-,12,16,12,15,14,14,16,-,-,-,-,-,-,-,-,-,-,-,-,L,U,construct,ToA
155,Gertruda,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,CoS
1640,Autumn Eladrin,127,17d8 + 51,-,19,-,10,12,16,16,14,17,18,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,MTF
1197,Rakshasa,110,13d8 + 52,-,16,-,13,14,17,18,13,16,20,-,-,-,-,-,-,40,-,-,-,-,-,M,LE,fiend,MM
722,Young Griffon (Medium),32,5d6 + 15,-,12,-,1,12,15,16,2,13,8,-,-,-,-,-,-,30,80,-,-,-,-,M,U,monstrosity,IDRotF
2161,Countess Sansuri,200,16d12 + 96,-,14,-,11,27,10,22,16,16,16,-,-,+10,-,+7,+7,40,-,-,-,-,-,H,NE,giant,SKT
2816,Osvaldo Cassalanter,85,10d8 + 40,-,16,-,8,18,15,18,11,12,14,-,-,+7,-,+4,+5,30,-,-,-,-,-,M,LE,fiend,WDH
124,Zikran,144,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,A,humanoid,CM
788,Cryonax,464,32d12 + 256,-,21,-,22,26,16,26,19,19,23,+15,+10,+15,-,+11,-,40,-,-,-,40,-,H,NE,elemental,MaBJoV
1621,Theran Chimera,95,10d10 + 40,-,15,-,7,18,13,19,3,14,10,-,-,+7,-,+5,-,30,60,-,-,-,-,L,U,monstrosity,MOT
107,Master Sage,54,12d8,-,10,-,5,8,10,10,20,18,11,-,-,-,-,-,-,30,-,-,-,-,-,M,-,humanoid,CM
2242,Vaasha,230,20d12 + 100,-,16,-,13,29,14,20,16,18,18,+14,-,+10,-,+9,+9,50,-,50,-,-,-,H,NG,giant,SKT
2603,Orc Red Fang of Shargaas,52,8d8 + 16,-,15,-,3,11,16,15,9,11,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,VGM
346,Three Earrings,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NE,humanoid,EGW
2789,Jarlaxle Baenre,123,19d8 + 38,-,24,-,15,12,22,14,20,16,19,-,+11,-,-,+8,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2257,Statue of Talos,147,14d10 + 70,-,17,-,10,19,11,20,6,11,9,-,-,-,-,+4,-,30,60,-,-,-,-,L,CE,elemental,SLW
157,Helga Ruvak,82,11d8 + 33,-,15,-,5,16,16,16,11,10,12,-,+6,-,-,+3,-,30,-,-,-,-,-,M,NE,undead,CoS
1023,Ghast,36,8d8,-,13,-,2,16,17,10,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,undead,MM
969,Death Slaad,170,20d8 + 80,-,18,-,10,20,15,19,15,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,aberration,MM
2590,Mindwitness,75,10d10 + 20,-,15,-,5,10,14,14,15,15,10,-,-,-,+5,+5,-,0,20,-,-,-,True,L,LE,aberration,VGM
2413,Young Hill Giant,15,2d8 + 6,-,13,-,1/2,16,12,16,7,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,giant,TftYP
2216,Purple Wormling,42,5d10 + 15,-,12,-,2,16,7,16,1,6,2,-,-,-,-,-,-,20,-,-,-,-,-,L,U,monstrosity,SKT
2620,Swarm of Rot Grubs,22,5d8,-,8,-,1/2,2,7,10,1,2,1,-,-,-,-,-,-,5,-,-,-,5,-,M,U,beast,VGM
2308,Fire Giant Royal Headsman,162,13d12 + 78,-,18,-,9,25,9,23,10,14,13,-,+3,+10,-,-,+5,30,-,-,-,-,-,H,LE,giant,TftYP
1514,Shadow Mastiff Alpha,44,8d8 + 8,-,12,-,3,16,14,13,6,12,5,-,-,-,-,-,-,40,-,-,-,-,-,M,NE,monstrosity,MPMM
2302,Durnn,18,2d8 + 2,-,19,-,1,15,12,12,10,10,9,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,TftYP
332,Nergaliid,42,4d10 + 20,-,12,-,3,18,12,20,12,10,12,-,-,-,-,-,-,30,-,-,-,-,-,L,LE,fiend,EGW
1601,Hythonia,199,21d10 + 84,-,17,-,17,21,17,19,14,16,18,+11,-,+10,-,-,+10,40,-,40,-,40,-,L,LE,monstrosity,MOT
1283,Weasel,1,1d4 - 1,-,13,-,0,3,16,8,2,12,3,-,-,-,-,-,-,30,-,-,-,-,-,T,U,beast,MM
685,Icewind Kobold Zombie,19,3d6 + 9,-,9,-,1/8,8,6,16,3,6,3,-,-,-,-,+0,-,20,-,-,-,-,-,S,NE,undead,IDRotF
940,Bullywug,11,2d8 + 2,-,15,-,1/4,12,12,13,7,10,7,-,-,-,-,-,-,20,-,40,-,-,-,M,NE,humanoid,MM
1368,Cranium Rat,2,1d4,-,12,-,0,2,14,10,4,11,8,-,-,-,-,-,-,30,-,-,-,-,-,T,U,aberration,MPMM
1711,Moloch,253,22d10 + 132,-,19,-,21,26,19,22,21,18,23,-,+11,+13,-,+11,+13,30,-,-,-,-,-,L,LE,fiend,MTF
954,Cockatrice,27,6d6 + 6,-,11,-,1/2,6,12,12,2,13,5,-,-,-,-,-,-,20,40,-,-,-,-,S,U,monstrosity,MM
726,Andras,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,NE,humanoid,IMR
2289,Belak the Outcast,27,5d8 + 5,-,11,-,2,10,12,13,12,15,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
1214,Sahuagin Priestess,33,6d8 + 6,-,12,-,2,13,11,12,12,14,13,-,-,-,-,-,-,30,-,40,-,-,-,M,LE,humanoid,MM
79,Thavius Kreeg,40,9d8,-,10,-,1/2,12,10,11,15,18,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,BGDIA
2818,Panopticus Wizard,9,2d8,-,10,-,1/4,10,10,10,14,10,11,-,-,-,-,-,-,25,-,-,-,-,-,M,N,humanoid,WDH
2473,Ras Nsi,-,-,127 (17d8+51) reduced to 107; subtract 1 for each day that passes during the adventure,15,-,7,17,16,17,18,18,21,-,-,+6,-,+7,-,30,-,-,-,-,-,M,NE,monstrosity,ToA
2015,Emberhorn Minotaur,76,9d10 + 27,-,14,-,3,18,11,16,6,16,9,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,monstrosity,PotA
1139,Merrow,45,6d10 + 12,-,13,-,2,18,10,15,8,10,9,-,-,-,-,-,-,10,-,40,-,-,-,L,CE,monstrosity,MM
2727,Jabberwock,115,10d12 + 50,-,18,-,13,20,12,20,4,7,11,+10,+6,+10,+2,+3,+5,30,30,30,-,30,-,H,CE,dragon,WBtW
2100,Daemogoth,157,15d12 + 60,-,16,-,10,19,15,19,21,14,18,-,-,-,+9,+6,+8,40,-,-,-,40,-,H,LE,fiend,SCC
2009,Crushing Wave Reaver,22,4d8 + 4,-,14,-,1/2,15,14,13,10,11,8,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,PotA
1960,Gnarlid,34,4d10 + 12,-,11,-,1,19,10,16,2,13,7,-,-,-,-,-,-,40,-,-,-,30,-,L,U,beast,PSZ
2774,Engineer,7,2d6,-,10,-,1/4,10,10,10,14,10,11,-,-,-,-,-,-,25,-,-,-,-,-,S,NG,humanoid,WDH
307,Animated Knife,12,5d4,-,17,-,1/8,12,15,11,1,5,1,-,+4,-,-,-,-,0,50,-,-,-,True,T,U,construct,EGW
559,Barnacle Bess,13,3d8,-,15,-,1/8,13,15,11,10,9,3,-,-,-,-,-,-,30,-,30,-,-,-,M,LN,beast,GoS
1123,Lizard,2,1d4,-,10,-,0,2,11,10,1,8,3,-,-,-,-,-,-,20,-,-,-,20,-,T,U,beast,MM
2534,Champion,143,22d8 + 44,-,18,-,9,20,15,14,10,14,12,+9,-,+6,-,-,-,30,-,-,-,-,-,M,A,humanoid,VGM
2093,Rotter,75,10d8 + 30,-,18,-,5,18,12,16,10,13,8,-,-,-,-,-,-,30,-,-,-,30,-,M,U,construct,RtG
89,Bak Mei,102,12d8 + 48,-,17,-,13,10,18,18,13,17,16,+5,+9,+9,+6,+8,+8,40,-,-,-,-,-,M,LE,humanoid,CM
1750,Sword Wraith Warrior,45,6d8 + 18,-,16,-,3,18,12,17,6,9,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MTF
1510,Shadar-kai Gloom Weaver,104,16d8 + 32,-,14,-,9,11,18,14,15,12,18,-,+8,+6,-,-,-,30,-,-,-,-,-,M,NE,humanoid,MPMM
2652,Brain in a Jar,55,10d6 + 20,-,11,-,3,1,3,15,19,10,15,-,-,-,+6,-,+4,0,10,-,-,-,True,S,A,undead,VRGR
511,Guardian Giant,137,11d12 + 66,-,19,-,8,24,17,22,10,18,12,-,+6,-,-,+7,-,40,-,-,-,-,-,H,LN,giant,GGR
1667,Drow Shadowblade,150,20d8 + 60,-,17,-,11,14,21,16,12,14,13,-,+9,+7,-,+6,-,30,-,-,-,-,-,M,NE,humanoid,MTF
733,Moghadam,104,19d8 + 19,-,14,-,12,10,12,13,19,16,16,-,-,+5,+8,+7,-,30,-,-,-,-,-,M,NE,humanoid,IMR
2139,Witherbloom Professor of Decay,105,14d8 + 42,-,14,-,7,11,14,16,16,19,13,-,-,+6,+6,+7,+4,30,-,-,-,-,-,"S, M",A,humanoid,SCC
931,Bone Devil,142,15d10 + 60,-,19,-,9,18,16,18,13,14,16,-,-,-,+5,+6,+7,40,40,-,-,-,-,L,LE,fiend,MM
2448,Grabstab,21,6d6,-,17,-,1,10,14,10,10,8,10,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,humanoid,ToA
1025,Ghoul,22,5d8,-,12,-,1,13,15,10,7,10,6,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,undead,MM
296,Gorthok the Thunder Boar,73,7d12 + 28,-,15,-,6,20,11,19,6,10,14,-,-,-,-,-,-,50,-,-,-,-,-,H,CE,monstrosity,DIP
2658,Gallows Speaker,85,19d8,-,12,-,6,8,14,10,10,12,18,-,-,-,-,+4,-,0,40,-,-,-,True,M,-,undead,VRGR
259,Maggie Keeneyes (Tier 1),85,10d10 + 30,-,13,-,3,18,14,16,14,14,8,+6,-,+5,-,-,-,30,-,-,-,-,-,L,LN,giant,CRCotN
1132,Manes,9,2d6 + 2,-,9,-,1/8,10,9,13,3,8,4,-,-,-,-,-,-,20,-,-,-,-,-,S,CE,fiend,MM
337,Raegrin Mau,9,2d8,-,12,-,1/8,11,12,10,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,EGW
1475,Mindwitness,75,10d10 + 20,-,15,-,5,10,14,14,15,15,10,-,-,-,+5,+5,-,0,20,-,-,-,True,L,LN,aberration,MPMM
2553,Enchanter,40,9d8,-,12,-,5,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,A,humanoid,VGM
2283,Topi,13,3d6 + 3,-,13,-,1/2,7,15,12,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,undead,TTP
417,Brass Greatwyrm,565,29d20 + 261,-,22,-,28,30,16,29,21,22,30,-,+11,+17,+13,+14,+18,60,120,60,60,-,-,G,LG,dragon,FTD
856,Needle Lord,45,6d10 + 12,-,15,-,3,18,11,14,11,15,12,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,plant,MFF
768,Nezznar the Black Spider,27,6d8,-,11,-,2,9,13,10,16,14,13,-,-,-,+5,+4,-,30,-,-,-,-,-,M,NE,humanoid,LMoP
383,Undying Soldier,26,4d8 + 8,-,17,-,2,16,12,14,11,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,undead,ERLW
2769,Drow Gunslinger,84,13d8 + 26,-,18,-,4,13,18,14,11,13,14,-,+6,+4,-,+3,-,30,-,-,-,-,-,M,A,humanoid,WDH
1880,Enormous Tentacle,60,8d12 + 8,-,12,-,2,19,14,12,1,10,3,-,-,-,-,-,-,30,-,30,-,-,-,H,U,beast,OoW
2080,Maccath the Crimson,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,A,humanoid,RoT
1437,Gray Render,189,18d10 + 90,-,19,-,12,19,13,20,3,6,8,+8,-,+9,-,-,-,30,-,-,-,-,-,L,CN,monstrosity,MPMM
1512,Shadar-kai Soul Monger,136,21d8 + 42,-,15,-,11,8,17,14,19,15,13,-,+7,-,-,+7,+5,30,-,-,-,-,-,M,NE,humanoid,MPMM
658,Chimeric Rat,1,1d4 - 1,-,10,-,0,2,11,9,2,10,4,-,-,-,-,-,-,20,-,-,-,-,-,T,U,beast,IDRotF
133,Baba Lysaga's Creeping Hut,263,17d20 + 85,-,16,-,11,26,7,20,1,3,3,-,-,+9,-,+0,+0,30,-,-,-,-,-,G,U,construct,CoS
1520,Spawn of Kyuss,76,9d8 + 36,-,10,-,5,16,11,18,5,7,3,-,-,-,-,+1,-,30,-,-,-,-,-,M,CE,undead,MPMM
2186,Isendraug,200,16d12 + 96,-,18,-,13,22,10,22,8,12,12,-,+5,+11,-,+6,+6,40,80,40,30,-,-,H,CE,dragon,SKT
69,Nine-Fingers Keene,84,13d8 + 26,-,15,-,5,12,18,14,13,17,14,-,+7,-,+4,-,-,30,-,-,-,-,-,M,N,humanoid,BGDIA
1390,Drow Favored Consort,240,32d8 + 96,-,15,-,18,15,20,16,18,15,18,-,+11,+9,-,-,+10,30,-,-,-,-,-,M,A,humanoid,MPMM
212,Vistana Spy,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,CoS
1116,Kuo-toa Archpriest,97,13d8 + 39,-,13,-,6,16,14,16,13,16,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,MM
951,Clay Golem,133,14d10 + 56,-,14,-,9,20,9,18,3,8,1,-,-,-,-,-,-,20,-,-,-,-,-,L,U,construct,MM
1981,Surrakar,22,4d8 + 4,-,15,-,1/2,15,10,13,7,12,7,-,-,-,-,-,-,30,-,30,-,-,-,M,N,humanoid,PSZ
1018,Frost Giant,138,12d12 + 60,-,15,-,8,23,9,21,9,10,12,-,-,+8,-,+3,+4,40,-,-,-,-,-,H,NE,giant,MM
2347,Lumalia,136,16d8 + 64,-,17,-,10,18,18,18,17,20,20,-,-,-,-,+9,+9,30,90,-,-,-,-,M,LG,celestial,TftYP
2355,Ogre Skeleton,59,7d10 + 21,-,11,-,2,19,8,16,5,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,giant,TftYP
1155,Needle Blight,11,2d8 + 2,-,12,-,1/4,12,12,13,4,8,3,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,plant,MM
2340,Kieren,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
